Country_Name,Regional_Indicator,Ladder_Score,Standard_Error_Of_Ladder_Score,upperwhisker,lowerwhisker,Logged_GDP_per_capita,Social_Support,Healthy_Life_Expectancy,Freedom,Generosity,Corruption,Ladder_Score_In_Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Year
South Africa,Sub-Saharan Africa,4.828999996,,,,1.054698706,,0.18708007,0.479246736,0.13936238,0.072509497,,,,,,,,1.510908604,2017
South Africa,Sub-Saharan Africa,4.459,,4.547,4.371,1.02416,,0.18611,0.42483,0.13656,0.08415,,,,,,,,1.64227,2016
South Africa,Sub-Saharan Africa,4.642,0.04585,,,0.92049,,0.27688,0.33207,0.11973,0.08884,,,,,,,,1.71956,2015
South Sudan,Sub-Saharan Africa,2.816600084,0.107610404,3.027516365,2.605683804,7.425359726,0.553707123,51,0.451313615,0.016518548,0.763417304,1.972316742,0.289082974,0.553278506,0.208809033,0.065609254,0.209934607,0.111156799,1.378751278,2020
South Sudan,Sub-Saharan Africa,2.853,,,,0.306,0.575,0.295,0.491,0.202,0.091,,,,,,,,,2019
South Sudan,Sub-Saharan Africa,3.254,,,,0.337,0.608,0.177,0.112,0.224,0.106,,,,,,,,,2018
South Sudan,Sub-Saharan Africa,3.59100008,,,,0.397248626,,0.163486004,0.147062436,0.285670817,0.116793513,,,,,,,,1.879567385,2017
South Sudan,Sub-Saharan Africa,3.832,,4.068,3.596,0.39394,,0.15781,0.19662,0.25899,0.13015,,,,,,,,2.50929,2016
Sudan,Sub-Saharan Africa,4.139,,,,0.605,1.24,0.312,0.016,0.134,0.082,,,,,,,,,2018
Sudan,Sub-Saharan Africa,4.138999939,,,,0.659516692,,0.290920824,0.014995855,0.182317451,0.08984752,,,,,,,,1.68706584,2017
Sudan,Sub-Saharan Africa,4.139,,4.35,3.928,0.63069,,0.29759,0,0.18077,0.10039,,,,,,,,2.10995,2016
Sudan,Sub-Saharan Africa,4.55,0.0674,,,0.52107,,0.36878,0.10081,0.19062,0.1466,,,,,,,,2.20857,2015
Swaziland,Sub-Saharan Africa,4.308,0.071,4.448,4.168,9.065,0.77,50.833,0.647,-0.185,0.708,2.43,0.849,0.693,0.074,0.323,0.067,0.147,2.155,2021
Swaziland,Sub-Saharan Africa,4.308100224,0.07145194,4.448145866,4.168054581,9.16267395,0.770290196,51.18823624,0.646822274,-0.19920142,0.708263338,1.972316742,0.827539742,1.064835191,0.215585828,0.299935788,0.067264833,0.146765873,1.686207294,2020
Swaziland,Sub-Saharan Africa,4.212,,,,0.811,1.149,0,0.491,0.074,0.135,,,,,,,,,2019
Swaziland,Sub-Saharan Africa,4.867,0.08742,,,0.71206,,0.07566,0.30658,0.18259,0.0306,,,,,,,,2.48676,2015
Tanzania,Sub-Saharan Africa,3.623,0.071,3.762,3.485,7.876,0.702,57.999,0.833,0.183,0.577,2.43,0.433,0.54,0.3,0.549,0.307,0.231,1.263,2021
Tanzania,Sub-Saharan Africa,3.476200104,0.06320975,3.600091219,3.352308989,7.967665195,0.688933194,57.49607468,0.82153976,0.109668687,0.619799435,1.972316742,0.457163125,0.872674644,0.442677855,0.509343088,0.27154091,0.203880861,0.718963385,2020
Tanzania,Sub-Saharan Africa,3.231,,,,0.476,0.885,0.499,0.491,0.276,0.147,,,,,,,,,2019
Tanzania,Sub-Saharan Africa,3.303,,,,0.455,0.991,0.381,0.481,0.27,0.097,,,,,,,,,2018
Tanzania,Sub-Saharan Africa,3.348999977,,,,0.511135876,,0.364509284,0.390017778,0.354256362,0.066035107,,,,,,,,0.621130466,2017
Tanzania,Sub-Saharan Africa,3.666,,3.771,3.561,0.47155,,0.357,0.3176,0.31472,0.05099,,,,,,,,1.37769,2016
Tanzania,Sub-Saharan Africa,3.781,0.05061,,,0.2852,,0.38215,0.32878,0.34377,0.05747,,,,,,,,1.38079,2015
Togo,Sub-Saharan Africa,4.107,0.077,4.258,3.956,7.362,0.569,54.914,0.619,0.032,0.772,2.43,0.254,0.239,0.203,0.289,0.209,0.107,2.806,2021
Togo,Sub-Saharan Africa,4.187200069,0.062506773,4.309713364,4.064686775,7.357711315,0.551312625,54.71989822,0.649828613,0.002667875,0.757733464,1.972316742,0.268116266,0.547622859,0.342731178,0.303539038,0.200774252,0.114826456,2.409595251,2020
Togo,Sub-Saharan Africa,4.085,,,,0.275,0.572,0.41,0.491,0.177,0.085,,,,,,,,,2019
Togo,Sub-Saharan Africa,3.999,,,,0.259,0.474,0.253,0.434,0.158,0.101,,,,,,,,,2018
Togo,Sub-Saharan Africa,3.494999886,,,,0.305444717,,0.247105569,0.380426139,0.196896151,0.095665015,,,,,,,,1.837229252,2017
Togo,Sub-Saharan Africa,3.303,,3.414,3.192,0.28123,,0.24811,0.34678,0.17517,0.11587,,,,,,,,2.1354,2016
Togo,Sub-Saharan Africa,2.839,0.06727,,,0.20868,,0.28443,0.36453,0.16681,0.10731,,,,,,,,1.56726,2015
Uganda,Sub-Saharan Africa,4.636,0.073,4.78,4.493,7.677,0.781,56.101,0.709,0.122,0.855,2.43,0.364,0.718,0.24,0.398,0.267,0.054,2.596,2021
Uganda,Sub-Saharan Africa,4.43200016,0.068495452,4.566251278,4.297749043,7.500389576,0.764994621,55.70820236,0.731713951,0.099487431,0.836737812,1.972316742,0.312337428,1.052327394,0.378311664,0.401682556,0.264807373,0.063818842,1.958671093,2020
Uganda,Sub-Saharan Africa,4.189,,,,0.332,1.069,0.443,0.491,0.252,0.06,,,,,,,,,2019
Uganda,Sub-Saharan Africa,4.161,,,,0.322,1.09,0.237,0.45,0.259,0.061,,,,,,,,,2018
Uganda,Sub-Saharan Africa,4.080999851,,,,0.381430715,,0.217632607,0.443185955,0.325766057,0.057069719,,,,,,,,1.526362658,2017
Uganda,Sub-Saharan Africa,3.739,,3.849,3.629,0.34719,,0.19625,0.43653,0.27102,0.06442,,,,,,,,1.51416,2016
Uganda,Sub-Saharan Africa,3.931,0.04317,,,0.21102,,0.33861,0.45727,0.29066,0.07267,,,,,,,,1.42766,2015
Zambia,Sub-Saharan Africa,4.073,0.069,4.209,3.938,8.145,0.708,55.809,0.782,0.061,0.823,2.43,0.528,0.552,0.231,0.487,0.227,0.074,1.975,2021
Zambia,Sub-Saharan Africa,3.759399891,0.06067669,3.878326178,3.640473604,8.224720001,0.698824465,55.29937744,0.806500256,0.078037128,0.801289678,1.972316742,0.536833763,0.896037281,0.36359334,0.49131754,0.250620902,0.086705238,1.134339333,2020
Zambia,Sub-Saharan Africa,4.107,,,,0.578,1.058,0.426,0.491,0.247,0.087,,,,,,,,,2019
Zambia,Sub-Saharan Africa,4.377,,,,0.562,1.047,0.295,0.503,0.221,0.082,,,,,,,,,2018
Zambia,Sub-Saharan Africa,4.513999939,,,,0.636406779,,0.257835895,0.461603492,0.249580145,0.07821355,,,,,,,,1.826705456,2017
Zambia,Sub-Saharan Africa,4.795,,4.945,4.645,0.61202,,0.23573,0.42662,0.17866,0.11479,,,,,,,,2.58991,2016
Zambia,Sub-Saharan Africa,5.129,0.06988,,,0.47038,,0.29924,0.48827,0.19591,0.12468,,,,,,,,2.6343,2015
Zimbabwe,Sub-Saharan Africa,3.145,0.058,3.259,3.03,7.943,0.75,56.201,0.677,-0.047,0.821,2.43,0.457,0.649,0.243,0.359,0.157,0.075,1.205,2021
Zimbabwe,Sub-Saharan Africa,3.299200058,0.058674462,3.414201975,3.184198141,7.865711689,0.763092756,55.61725998,0.711457908,-0.072063953,0.81023699,1.972316742,0.425564021,1.047835231,0.375037611,0.37740472,0.151349187,0.080928579,0.841031075,2020
Zimbabwe,Sub-Saharan Africa,3.663,,,,0.366,1.114,0.433,0.491,0.151,0.089,,,,,,,,,2019
Zimbabwe,Sub-Saharan Africa,3.692,,,,0.357,1.094,0.248,0.406,0.132,0.099,,,,,,,,,2018
Zimbabwe,Sub-Saharan Africa,3.875,,,,0.375846535,,0.196763754,0.336384207,0.189143494,0.095375381,,,,,,,,1.597970247,2017
Zimbabwe,Sub-Saharan Africa,4.193,,4.285,4.101,0.35041,,0.1595,0.25429,0.18503,0.08582,,,,,,,,2.4427,2016
Zimbabwe,Sub-Saharan Africa,4.61,0.0429,,,0.271,,0.33475,0.25861,0.18987,0.08079,,,,,,,,2.44191,2015
Austria,Western Europe,7.268,0.036,7.337,7.198,10.906,0.934,73.3,0.908,0.042,0.481,2.43,1.492,1.062,0.782,0.64,0.215,0.292,2.784,2021
Austria,Western Europe,7.294199944,0.033365164,7.359595776,7.228804111,10.7428236,0.928045869,73.00250244,0.899989486,0.085429221,0.499954879,1.972316742,1.317285538,1.437444925,1.000933528,0.603368878,0.255509764,0.281256139,2.398446083,2020
Austria,Western Europe,7.246,,,,1.376,1.475,1.016,0.532,0.244,0.226,,,,,,,,,2019
Austria,Western Europe,7.139,,,,1.341,1.504,0.891,0.617,0.242,0.224,,,,,,,,,2018
Austria,Western Europe,7.006000042,,,,1.487097263,,0.815328419,0.56776619,0.316472322,0.221060365,,,,,,,,2.138506413,2017
Austria,Western Europe,7.119,,7.193,7.045,1.45038,,0.80565,0.54355,0.32865,0.21348,,,,,,,,2.69343,2016
Austria,Western Europe,7.2,0.03751,,,1.33723,,0.89042,0.62433,0.33088,0.18676,,,,,,,,2.5332,2015
Belgium,Western Europe,6.834,0.034,6.901,6.767,10.823,0.906,72.199,0.783,-0.153,0.646,2.43,1.463,0.998,0.747,0.489,0.088,0.187,2.862,2021
Belgium,Western Europe,6.863500118,0.034370355,6.930866241,6.796133995,10.6736393,0.911632538,72.00164795,0.813582063,-0.078691199,0.612297952,1.972316742,1.295842767,1.398677588,0.964901149,0.499805421,0.146966159,0.208724052,2.348626614,2020
Belgium,Western Europe,6.923,,,,1.356,1.504,0.986,0.473,0.16,0.21,,,,,,,,,2019
Belgium,Western Europe,6.927,,,,1.324,1.483,0.894,0.583,0.188,0.24,,,,,,,,,2018
Belgium,Western Europe,6.890999794,,,,1.463780761,,0.818091869,0.539770722,0.231503338,0.251343131,,,,,,,,2.124210358,2017
Belgium,Western Europe,6.929,,6.997,6.861,1.42539,,0.81959,0.51354,0.2424,0.26248,,,,,,,,2.61355,2016
Belgium,Western Europe,6.937,0.03595,,,1.30782,,0.89667,0.5845,0.2225,0.2254,,,,,,,,2.41484,2015
Cyprus,Western Europe,6.223,0.049,6.319,6.128,10.576,0.802,73.898,0.763,-0.015,0.844,2.43,1.377,0.765,0.801,0.464,0.178,0.061,2.578,2021
Cyprus,Western Europe,6.15899992,0.050605938,6.258187771,6.059812069,10.40570259,0.805996239,73.70222473,0.779858291,0.043731496,0.856271744,1.972316742,1.21279943,1.149170756,1.026124597,0.459385872,0.227932334,0.051207144,2.032334805,2020
Cyprus,Western Europe,6.046,,,,1.263,1.223,1.042,0.406,0.19,0.041,,,,,,,,,2019
Cyprus,Western Europe,5.762,,,,1.229,1.191,0.909,0.423,0.202,0.035,,,,,,,,,2018
Cyprus,Western Europe,5.620999813,,,,1.355938077,,0.844714701,0.355111539,0.271254301,0.041237976,,,,,,,,1.621249199,2017
Cyprus,Western Europe,5.546,,5.65,5.442,1.31857,,0.8488,0.29507,0.27906,0.05228,,,,,,,,2.04497,2016
Cyprus,Western Europe,5.689,0.0558,,,1.20813,,0.92356,0.40672,0.30638,0.06146,,,,,,,,1.88931,2015
Denmark,Western Europe,7.62,0.035,7.687,7.552,10.933,0.954,72.7,0.946,0.03,0.179,2.43,1.502,1.108,0.763,0.686,0.208,0.485,2.868,2021
Denmark,Western Europe,7.645599842,0.033492286,7.711244583,7.579955101,10.77400112,0.955990791,72.40250397,0.951444268,0.066201776,0.168489456,1.972316742,1.326948524,1.503449202,0.979332566,0.665039897,0.242793396,0.495260328,2.432740688,2020
Denmark,Western Europe,7.6,,,,1.383,1.573,0.996,0.592,0.252,0.41,,,,,,,,,2019
Denmark,Western Europe,7.555,,,,1.351,1.59,0.868,0.683,0.284,0.408,,,,,,,,,2018
Denmark,Western Europe,7.521999836,,,,1.482383013,,0.792565525,0.626006722,0.355280489,0.400770068,,,,,,,,2.313707352,2017
Denmark,Western Europe,7.526,,7.592,7.46,1.44178,,0.79504,0.57941,0.36171,0.44453,,,,,,,,2.73939,2016
Denmark,Western Europe,7.527,0.03328,,,1.32548,,0.87464,0.64938,0.34139,0.48357,,,,,,,,2.49204,2015
Finland,Western Europe,7.842,0.032,7.904,7.78,10.775,0.954,72,0.949,-0.098,0.186,2.43,1.446,1.106,0.741,0.691,0.124,0.481,3.253,2021
Finland,Western Europe,7.808700085,0.031156305,7.869766235,7.747633934,10.63926697,0.954329729,71.9008255,0.949172199,-0.059482019,0.195444584,1.972316742,1.285189509,1.499525905,0.961271405,0.66231674,0.159670442,0.477857262,2.762835026,2020
Finland,Western Europe,7.769,,,,1.34,1.587,0.986,0.596,0.153,0.393,,,,,,,,,2019
Finland,Western Europe,7.632,,,,1.305,1.592,0.874,0.681,0.202,0.393,,,,,,,,,2018
Finland,Western Europe,7.468999863,,,,1.443571925,,0.80915767,0.617950857,0.245482773,0.382611543,,,,,,,,2.430181503,2017
Finland,Western Europe,7.413,,7.475,7.351,1.40598,,0.81091,0.57104,0.25492,0.41004,,,,,,,,2.82596,2016
Finland,Western Europe,7.406,0.0314,,,1.29025,,0.88911,0.64169,0.23351,0.41372,,,,,,,,2.61955,2015
France,Western Europe,6.69,0.037,6.762,6.618,10.704,0.942,74,0.822,-0.147,0.571,2.43,1.421,1.081,0.804,0.536,0.092,0.235,2.521,2021
France,Western Europe,6.663799763,0.037576791,6.737450123,6.590149403,10.58422279,0.937103748,73.80193329,0.825467646,-0.130641967,0.583521128,1.972316742,1.268129349,1.458839178,1.029714227,0.514050901,0.112607703,0.227303237,2.053198338,2020
France,Western Europe,6.592,,,,1.324,1.472,1.045,0.436,0.111,0.183,,,,,,,,,2019
France,Western Europe,6.489,,,,1.293,1.466,0.908,0.52,0.098,0.176,,,,,,,,,2018
France,Western Europe,6.441999912,,,,1.430923462,,0.844465852,0.470222116,0.129762307,0.172502428,,,,,,,,2.005954742,2017
France,Western Europe,6.478,,6.559,6.397,1.39488,,0.83795,0.46562,0.1216,0.17808,,,,,,,,2.4744,2016
France,Western Europe,6.575,0.03512,,,1.27778,,0.94579,0.55011,0.12332,0.20646,,,,,,,,2.21126,2015
Germany,Western Europe,7.155,0.04,7.232,7.077,10.873,0.903,72.5,0.875,0.011,0.46,2.43,1.48,0.993,0.757,0.6,0.195,0.306,2.824,2021
Germany,Western Europe,7.075799942,0.035609804,7.145595074,7.00600481,10.7328186,0.898874462,72.20201874,0.867371082,0.080179386,0.456422031,1.972316742,1.314184546,1.368543744,0.972114801,0.564274132,0.252037704,0.309362292,2.295249462,2020
Germany,Western Europe,6.985,,,,1.373,1.454,0.987,0.495,0.261,0.265,,,,,,,,,2019
Germany,Western Europe,6.965,,,,1.34,1.474,0.861,0.586,0.273,0.28,,,,,,,,,2018
Germany,Western Europe,6.951000214,,,,1.487923384,,0.798950732,0.562511384,0.33626917,0.276731938,,,,,,,,2.015769958,2017
Germany,Western Europe,6.994,,7.058,6.93,1.44787,,0.81487,0.53466,0.30452,0.28551,,,,,,,,2.50931,2016
Germany,Western Europe,6.75,0.01848,,,1.32792,,0.89186,0.61477,0.28214,0.21843,,,,,,,,2.11569,2015
Greece,Western Europe,5.723,0.046,5.813,5.632,10.279,0.823,72.6,0.582,-0.288,0.823,2.43,1.273,0.811,0.76,0.243,0,0.074,2.561,2021
Greece,Western Europe,5.514999866,0.046931833,5.606986046,5.423013687,10.13232613,0.814380348,72.40525818,0.541345119,-0.300907373,0.859931409,1.972316742,1.128070116,1.168973565,0.979431748,0.173516348,0,0.048844352,2.016179085,2020
Greece,Western Europe,5.287,,,,1.181,1.156,0.999,0.067,0,0.034,,,,,,,,,2019
Greece,Western Europe,5.358,,,,1.154,1.202,0.879,0.131,0,0.044,,,,,,,,,2018
Greece,Western Europe,5.227000237,,,,1.289487481,,0.810198903,0.095731251,0,0.043289777,,,,,,,,1.749221563,2017
Greece,Western Europe,5.033,,5.131,4.935,1.24886,,0.80029,0.05822,0,0.04127,,,,,,,,2.12944,2016
Greece,Western Europe,4.857,0.05062,,,1.15406,,0.88213,0.07699,0,0.01397,,,,,,,,1.80101,2015
Iceland,Western Europe,7.554,0.059,7.67,7.438,10.878,0.983,73,0.955,0.16,0.673,2.43,1.482,1.172,0.772,0.698,0.293,0.17,2.967,2021
Iceland,Western Europe,7.504499912,0.059615862,7.621346951,7.387652874,10.77255917,0.974669576,73,0.948891878,0.246944219,0.711709738,1.972316742,1.326501608,1.547567487,1.000843406,0.661980748,0.362330228,0.144540772,2.460688114,2020
Iceland,Western Europe,7.494,,,,1.38,1.624,1.026,0.591,0.354,0.118,,,,,,,,,2019
Iceland,Western Europe,7.495,,,,1.343,1.644,0.914,0.677,0.353,0.138,,,,,,,,,2018
Iceland,Western Europe,7.504000187,,,,1.48063302,,0.833552122,0.627162635,0.475540221,0.153526559,,,,,,,,2.322715282,2017
Iceland,Western Europe,7.501,,7.669,7.333,1.42666,,0.86733,0.56624,0.47678,0.14975,,,,,,,,2.83137,2016
Iceland,Western Europe,7.561,0.04884,,,1.30232,,0.94784,0.62877,0.4363,0.14145,,,,,,,,2.70201,2015
Ireland,Western Europe,7.085,0.04,7.164,7.006,11.342,0.947,72.4,0.879,0.077,0.363,2.43,1.644,1.092,0.753,0.606,0.238,0.367,2.384,2021
Ireland,Western Europe,7.093699932,0.039863452,7.171832085,7.01556778,11.16097832,0.942081571,72.30078888,0.886982977,0.145784974,0.357184172,1.972316742,1.446886778,1.470596433,0.975670695,0.587779939,0.295426995,0.373433262,1.943878174,2020
Ireland,Western Europe,7.021,,,,1.499,1.553,0.999,0.516,0.298,0.31,,,,,,,,,2019
Ireland,Western Europe,6.977,,,,1.448,1.583,0.876,0.614,0.307,0.306,,,,,,,,,2018
Ireland,Western Europe,6.977000237,,,,1.535706639,,0.809782624,0.573110342,0.427858323,0.298388153,,,,,,,,1.773869038,2017
Ireland,Western Europe,6.907,,6.978,6.836,1.48341,,0.81455,0.54008,0.44963,0.29754,,,,,,,,2.15988,2016
Ireland,Western Europe,6.94,0.03676,,,1.33596,,0.89533,0.61777,0.45901,0.28703,,,,,,,,1.9757,2015
Italy,Western Europe,6.483,0.045,6.572,6.395,10.623,0.88,73.8,0.693,-0.084,0.866,2.43,1.393,0.94,0.798,0.379,0.133,0.047,2.794,2021
Italy,Western Europe,6.38740015,0.043288074,6.47224474,6.302555561,10.48183632,0.889878571,73.60168457,0.66465199,-0.043460999,0.873404682,1.972316742,1.236396074,1.347296,1.022504926,0.321305573,0.170266211,0.040145598,2.249505997,2020
Italy,Western Europe,6.223,,,,1.294,1.488,1.039,0.231,0.158,0.03,,,,,,,,,2019
Italy,Western Europe,6,,,,1.264,1.501,0.946,0.281,0.137,0.028,,,,,,,,,2018
Italy,Western Europe,5.964000225,,,,1.395066619,,0.853144348,0.256450713,0.172789648,0.028028091,,,,,,,,1.813312054,2017
Italy,Western Europe,5.977,,6.056,5.898,1.35495,,0.85102,0.18827,0.16684,0.02556,,,,,,,,2.34918,2016
Italy,Western Europe,5.948,0.03914,,,1.25114,,0.95446,0.26236,0.22823,0.02901,,,,,,,,2.02518,2015
Luxembourg,Western Europe,7.324,0.037,7.396,7.252,11.647,0.908,72.6,0.907,-0.034,0.386,2.43,1.751,1.003,0.76,0.639,0.166,0.353,2.653,2021
Luxembourg,Western Europe,7.237500191,0.030851794,7.297969818,7.177030563,11.45068073,0.906912208,72.59999847,0.90563643,-0.004620588,0.367084295,1.972316742,1.536676049,1.387528419,0.986442685,0.610137045,0.19595392,0.367041469,2.153700352,2020
Luxembourg,Western Europe,7.09,,,,1.609,1.479,1.012,0.526,0.194,0.316,,,,,,,,,2019
Luxembourg,Western Europe,6.91,,,,1.576,1.52,0.896,0.632,0.196,0.321,,,,,,,,,2018
Luxembourg,Western Europe,6.862999916,,,,1.741943598,,0.845089495,0.596627891,0.283180982,0.318834424,,,,,,,,1.619512081,2017
Luxembourg,Western Europe,6.871,,6.938,6.804,1.69752,,0.84542,0.5487,0.27571,0.35329,,,,,,,,2.11055,2016
Luxembourg,Western Europe,6.946,0.03499,,,1.56391,,0.91894,0.61583,0.28034,0.37798,,,,,,,,1.96961,2015
Malta,Western Europe,6.602,0.044,6.688,6.516,10.674,0.931,72.2,0.927,0.133,0.653,2.43,1.411,1.055,0.747,0.664,0.275,0.183,2.268,2021
Malta,Western Europe,6.772799969,0.042958103,6.856997967,6.688601971,10.53383827,0.93037951,72.19999695,0.924911439,0.214965805,0.658547282,1.972316742,1.252513289,1.442956924,0.972042024,0.633239031,0.341180831,0.178864077,1.952012062,2020
Malta,Western Europe,6.726,,,,1.3,1.52,0.999,0.564,0.375,0.151,,,,,,,,,2019
Malta,Western Europe,6.627,,,,1.27,1.525,0.884,0.645,0.376,0.142,,,,,,,,,2018
Malta,Western Europe,6.52699995,,,,1.343279839,,0.821944237,0.588767052,0.574730575,0.153066069,,,,,,,,1.556862831,2017
Malta,Western Europe,6.488,,6.567,6.409,1.30782,,0.80315,0.54994,0.56237,0.17554,,,,,,,,1.99032,2016
Malta,Western Europe,6.302,0.04206,,,1.2074,,0.88721,0.60365,0.51752,0.13586,,,,,,,,1.6488,2015
Netherlands,Western Europe,7.464,0.027,7.518,7.41,10.932,0.942,72.4,0.913,0.175,0.338,2.43,1.501,1.079,0.753,0.647,0.302,0.384,2.798,2021
Netherlands,Western Europe,7.448900223,0.02779175,7.503372192,7.394428253,10.81271172,0.93913883,72.30091858,0.908547819,0.20761244,0.364717126,1.972316742,1.338946342,1.463645935,0.975675344,0.61362648,0.336317569,0.368569762,2.352117062,2020
Netherlands,Western Europe,7.488,,,,1.396,1.522,0.999,0.557,0.322,0.298,,,,,,,,,2019
Netherlands,Western Europe,7.441,,,,1.361,1.488,0.878,0.638,0.333,0.295,,,,,,,,,2018
Netherlands,Western Europe,7.376999855,,,,1.503944635,,0.810696125,0.585384488,0.47048983,0.282661825,,,,,,,,2.294804096,2017
Netherlands,Western Europe,7.339,,7.394,7.284,1.46468,,0.81231,0.55211,0.47416,0.29927,,,,,,,,2.70749,2016
Netherlands,Western Europe,7.378,0.02799,,,1.32944,,0.89284,0.61576,0.4761,0.31814,,,,,,,,2.4657,2015
North Cyprus,Western Europe,5.536,0.051,5.636,5.435,10.576,0.82,73.898,0.795,0.012,0.626,2.43,1.377,0.806,0.801,0.503,0.196,0.2,1.653,2021
North Cyprus,Western Europe,5.53550005,0.051037241,5.635532856,5.435467243,10.40570259,0.820356607,73.70222473,0.79529351,0.000227159,0.62611568,1.972316742,1.21279943,1.183089137,1.026124597,0.477885723,0.199160054,0.199802905,1.23668766,2020
North Cyprus,Western Europe,5.809999943,,,,1.346911311,,0.834647238,0.471203625,0.266845703,0.155353352,,,,,,,,1.549157619,2017
North Cyprus,Western Europe,5.771,,5.872,5.67,1.31141,,0.84142,0.43596,0.26322,0.16578,,,,,,,,1.93447,2016
North Cyprus,Western Europe,5.695,0.05635,,,1.20806,,0.92356,0.49027,0.26169,0.1428,,,,,,,,1.59888,2015
North Cyprus,Western Europe,5.718,,,,1.263,1.252,1.042,0.417,0.191,0.162,,,,,,,,,2019
North Cyprus,Western Europe,5.835,,,,1.229,1.211,0.909,0.495,0.179,0.154,,,,,,,,,2018
Norway,Western Europe,7.392,0.035,7.462,7.323,11.053,0.954,73.3,0.96,0.093,0.27,2.43,1.543,1.108,0.782,0.703,0.249,0.427,2.58,2021
Norway,Western Europe,7.487999916,0.034837384,7.55628109,7.419718742,11.08780384,0.952486575,73.20078278,0.955750287,0.13453263,0.263218194,1.972316742,1.42420733,1.495172501,1.008071899,0.670200884,0.287985086,0.434100568,2.168266296,2020
Norway,Western Europe,7.554,,,,1.488,1.582,1.028,0.603,0.271,0.341,,,,,,,,,2019
Norway,Western Europe,7.594,,,,1.456,1.582,0.861,0.686,0.286,0.34,,,,,,,,,2018
Norway,Western Europe,7.537000179,,,,1.616463184,,0.796666503,0.635422587,0.362012237,0.315963835,,,,,,,,2.277026653,2017
Norway,Western Europe,7.498,,7.575,7.421,1.57744,,0.79579,0.59609,0.37895,0.35776,,,,,,,,2.66465,2016
Norway,Western Europe,7.522,0.0388,,,1.459,,0.88521,0.66973,0.34699,0.36503,,,,,,,,2.46531,2015
Portugal,Western Europe,5.929,0.055,6.037,5.821,10.421,0.879,72.6,0.892,-0.244,0.887,2.43,1.323,0.939,0.76,0.621,0.029,0.033,2.225,2021
Portugal,Western Europe,5.910900116,0.053158198,6.015089989,5.806710243,10.26374245,0.886590719,72.40202332,0.888747811,-0.220714301,0.892629504,1.972316742,1.168800831,1.339530349,0.979315281,0.589895189,0.053036947,0.027733466,1.752558708,2020
Portugal,Western Europe,5.693,,,,1.221,1.431,0.999,0.508,0.047,0.025,,,,,,,,,2019
Portugal,Western Europe,5.41,,,,1.188,1.429,0.884,0.562,0.055,0.017,,,,,,,,,2018
Portugal,Western Europe,5.195000172,,,,1.315175295,,0.795843542,0.4984653,0.095102713,0.015869452,,,,,,,,1.107682705,2017
Portugal,Western Europe,5.123,,5.216,5.03,1.27607,,0.79363,0.44727,0.11691,0.01521,,,,,,,,1.53015,2016
Portugal,Western Europe,5.102,0.04802,,,1.15991,,0.87519,0.51469,0.13719,0.01078,,,,,,,,1.26462,2015
Spain,Western Europe,6.491,0.042,6.574,6.408,10.571,0.932,74.7,0.761,-0.081,0.745,2.43,1.375,1.057,0.826,0.462,0.135,0.124,2.513,2021
Spain,Western Europe,6.400899887,0.04230037,6.483808517,6.317991257,10.46292686,0.921125412,74.40270996,0.751989543,-0.050961714,0.765859902,1.972316742,1.230535269,1.421099186,1.051343083,0.425983816,0.16530548,0.109579779,1.997088432,2020
Spain,Western Europe,6.354,,,,1.286,1.484,1.062,0.362,0.153,0.079,,,,,,,,,2019
Spain,Western Europe,6.31,,,,1.251,1.538,0.965,0.449,0.142,0.074,,,,,,,,,2018
Spain,Western Europe,6.402999878,,,,1.384397864,,0.8889606,0.40878123,0.190133572,0.070914097,,,,,,,,1.92775774,2017
Spain,Western Europe,6.361,,6.434,6.288,1.34253,,0.87896,0.37545,0.17665,0.06137,,,,,,,,2.39663,2016
Spain,Western Europe,6.329,0.03468,,,1.23011,,0.95562,0.45951,0.18227,0.06398,,,,,,,,2.12367,2015
Sweden,Western Europe,7.363,0.036,7.433,7.293,10.867,0.934,72.7,0.945,0.086,0.237,2.43,1.478,1.062,0.763,0.685,0.244,0.448,2.683,2021
Sweden,Western Europe,7.353499889,0.036234196,7.424519062,7.282480717,10.75879383,0.926311195,72.60076904,0.939144194,0.111614622,0.250880182,1.972316742,1.322235227,1.433347702,0.986470461,0.650297701,0.272827893,0.442066371,2.246299267,2020
Sweden,Western Europe,7.343,,,,1.387,1.487,1.009,0.574,0.267,0.373,,,,,,,,,2019
Sweden,Western Europe,7.314,,,,1.355,1.501,0.913,0.659,0.285,0.383,,,,,,,,,2018
Sweden,Western Europe,7.28399992,,,,1.494387269,,0.830875158,0.612924099,0.385399252,0.384398729,,,,,,,,2.097537994,2017
Sweden,Western Europe,7.291,,7.355,7.227,1.45181,,0.83121,0.58218,0.38254,0.40867,,,,,,,,2.54734,2016
Sweden,Western Europe,7.364,0.03157,,,1.33171,,0.91087,0.6598,0.36262,0.43844,,,,,,,,2.37119,2015
Switzerland,Western Europe,7.571,0.036,7.643,7.5,11.117,0.942,74.4,0.919,0.025,0.292,2.43,1.566,1.079,0.816,0.653,0.204,0.413,2.839,2021
